json,image,W,H,n_objs,mode,note
05_sou_5382_387446_130_model_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5382_387446_130_model_03bottom_10etc.jpg,2268,4032,1,combo,ok
05_sou_5392_388181_280_model_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_5392_388181_280_model_05outer_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5393_388230_50_model_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_5393_388230_50_model_05outer_10etc.jpg,2268,4032,1,combo,ok
05_sou_5393_388278_170_clothes_05outer_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_5393_388278_170_clothes_05outer_10etc.jpg,2268,4032,1,combo,ok
05_sou_5399_388668_110_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_5399_388668_110_model_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5449_392307_140_clothes_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_5449_392307_140_clothes_03bottom_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5462_393205_120_model_01top(t-shirts)_05symbol.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/symbol/05_sou_5462_393205_120_model_01top(t-shirts)_05symbol.jpg,2268,4032,1,combo,ok
05_sou_5466_393494_130_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_5466_393494_130_model_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5512_396795_20_model_04-1onepiece(dress)_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/05_sou_5512_396795_20_model_04-1onepiece(dress)_01check.jpg,2268,4032,1,combo,ok
05_sou_5524_397661_40_model_01top(t-shirts)_05symbol.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/symbol/05_sou_5524_397661_40_model_01top(t-shirts)_05symbol.jpg,2268,4032,1,combo,ok
05_sou_5530_398134_90_clothes_01top(t-shirts)_05symbol.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/symbol/05_sou_5530_398134_90_clothes_01top(t-shirts)_05symbol.jpg,2268,4032,1,combo,ok
05_sou_5533_398305_0_model_01top(t-shirts)_05symbol.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/symbol/05_sou_5533_398305_0_model_01top(t-shirts)_05symbol.jpg,2268,4032,1,combo,ok
05_sou_5533_398306_10_model_01top(t-shirts)_05symbol.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/symbol/05_sou_5533_398306_10_model_01top(t-shirts)_05symbol.jpg,2268,4032,1,combo,ok
05_sou_5554_399838_210_model_01top(t-shirts)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/05_sou_5554_399838_210_model_01top(t-shirts)_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_5581_401776_150_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_5581_401776_150_model_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5586_402182_250_clothes_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_5586_402182_250_clothes_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5610_403907_220_clothes_01top(t-shirts)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/05_sou_5610_403907_220_clothes_01top(t-shirts)_03plants.jpg,2268,4032,1,combo,ok
05_sou_5617_404360_70_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5617_404360_70_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5618_404453_280_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5618_404453_280_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5620_404590_210_model_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_5620_404590_210_model_03bottom_07geometric.jpg,2268,4032,1,combo,ok
05_sou_5622_404731_180_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5622_404731_180_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5624_404922_290_clothes_03bottom_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/animal/05_sou_5624_404922_290_clothes_03bottom_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_5625_404930_10_model_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5625_404930_10_model_03bottom_10etc.jpg,2268,4032,1,combo,ok
05_sou_5629_405272_190_clothes_04-1onepiece(dress)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_5629_405272_190_clothes_04-1onepiece(dress)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5640_406051_60_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5640_406051_60_clothes_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_5640_406054_90_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5640_406054_90_clothes_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_5734_412826_130_clothes_03bottom_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/05_sou_5734_412826_130_clothes_03bottom_01check.jpg,2268,4032,1,combo,ok
05_sou_5740_413227_180_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5740_413227_180_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5753_414188_70_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5753_414188_70_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_5756_414376_150_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5756_414376_150_model_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_5762_414836_70_clothes_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/05_sou_5762_414836_70_clothes_05outer_01check.jpg,2268,4032,1,combo,ok
05_sou_5763_414868_30_model_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/05_sou_5763_414868_30_model_05outer_01check.jpg,2268,4032,1,combo,ok
05_sou_5763_414874_90_model_05outer_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/check/05_sou_5763_414874_90_model_05outer_01check.jpg,2268,4032,1,combo,ok
05_sou_5765_415068_230_clothes_05outer_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/05_sou_5765_415068_230_clothes_05outer_07geometric.jpg,2268,4032,1,combo,ok
05_sou_5770_415410_50_clothes_03bottom_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/05_sou_5770_415410_50_clothes_03bottom_01check.jpg,2268,4032,1,combo,ok
05_sou_5773_415637_160_clothes_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_5773_415637_160_clothes_03bottom_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5776_415831_300_model_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_5776_415831_300_model_03bottom_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5776_415862_250_clothes_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_5776_415862_250_clothes_03bottom_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5777_415929_200_clothes_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_5777_415929_200_clothes_03bottom_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5782_416261_280_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5782_416261_280_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5784_416409_320_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5784_416409_320_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5786_416541_200_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5786_416541_200_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5788_416728_270_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5788_416728_270_clothes_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5790_416849_40_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5790_416849_40_clothes_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5793_417046_210_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5793_417046_210_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5794_417144_110_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5794_417144_110_clothes_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5801_417629_280_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5801_417629_280_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5802_417694_210_model_03bottom_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/05_sou_5802_417694_210_model_03bottom_06dot.jpg,2268,4032,1,combo,ok
05_sou_5804_417878_250_clothes_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_5804_417878_250_clothes_03bottom_07geometric.jpg,2268,4032,1,combo,ok
05_sou_5807_418084_150_clothes_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5807_418084_150_clothes_03bottom_10etc.jpg,2268,4032,1,combo,ok
05_sou_5811_418321_0_model_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5811_418321_0_model_03bottom_10etc.jpg,2268,4032,1,combo,ok
05_sou_5831_419802_50_clothes_01top(t-shirts)_05symbol.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/symbol/05_sou_5831_419802_50_clothes_01top(t-shirts)_05symbol.jpg,2268,4032,1,combo,ok
05_sou_5886_423782_250_clothes_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5886_423782_250_clothes_03bottom_10etc.jpg,2268,4032,1,combo,ok
05_sou_5889_424003_300_clothes_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_5889_424003_300_clothes_05outer_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5904_425070_170_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5904_425070_170_clothes_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5912_425595_20_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5912_425595_20_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5913_425675_100_model_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5913_425675_100_model_03bottom_10etc.jpg,2268,4032,1,combo,ok
05_sou_5913_425698_330_model_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5913_425698_330_model_03bottom_10etc.jpg,2268,4032,1,combo,ok
05_sou_5916_425944_270_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5916_425944_270_clothes_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5917_425955_20_model_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5917_425955_20_model_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_5925_426540_110_model_04-1onepiece(dress)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_5925_426540_110_model_04-1onepiece(dress)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5926_426653_160_clothes_04-1onepiece(dress)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_5926_426653_160_clothes_04-1onepiece(dress)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_5932_427056_230_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5932_427056_230_model_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_5933_427154_130_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5933_427154_130_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_5935_427303_180_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5935_427303_180_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_5938_427525_240_clothes_04-1onepiece(dress)_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/05_sou_5938_427525_240_clothes_04-1onepiece(dress)_06dot.jpg,2268,4032,1,combo,ok
05_sou_5941_427724_70_clothes_04-1onepiece(dress)_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/05_sou_5941_427724_70_clothes_04-1onepiece(dress)_06dot.jpg,2268,4032,1,combo,ok
05_sou_5943_427877_160_clothes_04-1onepiece(dress)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_5943_427877_160_clothes_04-1onepiece(dress)_07geometric.jpg,2268,4032,1,combo,ok
05_sou_5945_428018_130_clothes_04-1onepiece(dress)_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/05_sou_5945_428018_130_clothes_04-1onepiece(dress)_06dot.jpg,2268,4032,1,combo,ok
05_sou_5948_428252_310_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5948_428252_310_clothes_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_5961_429157_0_clothes_03bottom_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/05_sou_5961_429157_0_clothes_03bottom_01check.jpg,2268,4032,1,combo,ok
05_sou_5964_429338_10_model_03bottom_01check.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/check/05_sou_5964_429338_10_model_03bottom_01check.jpg,2268,4032,1,combo,ok
05_sou_5965_429457_120_clothes_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_5965_429457_120_clothes_03bottom_07geometric.jpg,2268,4032,1,combo,ok
05_sou_5969_429732_350_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5969_429732_350_model_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_5971_429888_110_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5971_429888_110_clothes_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_5974_430065_80_model_04-1onepiece(dress)_04etc nature.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etcnature/05_sou_5974_430065_80_model_04-1onepiece(dress)_04etc nature.jpg,2268,4032,1,combo,ok
05_sou_5974_430111_180_clothes_04-1onepiece(dress)_04etc nature.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etcnature/05_sou_5974_430111_180_clothes_04-1onepiece(dress)_04etc nature.jpg,2268,4032,1,combo,ok
05_sou_5982_430651_180_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5982_430651_180_model_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_5983_430776_350_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5983_430776_350_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_5988_431102_10_clothes_04-1onepiece(dress)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_5988_431102_10_clothes_04-1onepiece(dress)_10etc.jpg,2268,4032,1,combo,ok
05_sou_5991_431348_310_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_5991_431348_310_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_5996_431708_310_clothes_04-1onepiece(dress)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_5996_431708_310_clothes_04-1onepiece(dress)_07geometric.jpg,2268,4032,1,combo,ok
05_sou_6000_431986_210_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_6000_431986_210_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_6004_432259_60_clothes_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_6004_432259_60_clothes_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_6023_433630_90_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_6023_433630_90_clothes_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_6026_433802_10_model_03bottom_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/etc/05_sou_6026_433802_10_model_03bottom_10etc.jpg,2268,4032,1,combo,ok
05_sou_6040_434856_110_clothes_03bottom_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_6040_434856_110_clothes_03bottom_03plants.jpg,2268,4032,1,combo,ok
05_sou_6043_435062_10_clothes_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_6043_435062_10_clothes_03bottom_02stripe.jpg,2268,4032,1,combo,ok
05_sou_6044_435141_80_clothes_03bottom_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/stripe/05_sou_6044_435141_80_clothes_03bottom_02stripe.jpg,2268,4032,1,combo,ok
05_sou_6052_435723_140_clothes_03bottom_06dot.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/dot/05_sou_6052_435723_140_clothes_03bottom_06dot.jpg,2268,4032,1,combo,ok
05_sou_6055_435931_60_clothes_03bottom_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/geometric/05_sou_6055_435931_60_clothes_03bottom_07geometric.jpg,2268,4032,1,combo,ok
05_sou_6058_436124_190_model_05outer_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/05_sou_6058_436124_190_model_05outer_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6062_436416_230_model_05outer_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/plants/05_sou_6062_436416_230_model_05outer_03plants.jpg,2268,4032,1,combo,ok
05_sou_6065_436616_70_model_05outer_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_6065_436616_70_model_05outer_02stripe.jpg,2268,4032,1,combo,ok
05_sou_6066_436714_330_model_05outer_09artifact.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/artifact/05_sou_6066_436714_330_model_05outer_09artifact.jpg,2268,4032,1,combo,ok
05_sou_6070_436976_70_model_05outer_04etc nature.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etcnature/05_sou_6070_436976_70_model_05outer_04etc nature.jpg,2268,4032,1,combo,ok
05_sou_6082_437888_190_clothes_01top(t-shirts)_05symbol.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/symbol/05_sou_6082_437888_190_clothes_01top(t-shirts)_05symbol.jpg,2268,4032,1,combo,ok
05_sou_6097_438982_330_clothes_01top(t-shirts)_10etc.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etc/05_sou_6097_438982_330_clothes_01top(t-shirts)_10etc.jpg,2268,4032,1,combo,ok
05_sou_6124_440881_240_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_6124_440881_240_model_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_6130_441319_300_model_04-1onepiece(dress)_03plants.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/plants/05_sou_6130_441319_300_model_04-1onepiece(dress)_03plants.jpg,2268,4032,1,combo,ok
05_sou_6137_441834_50_clothes_05outer_04etc nature.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etcnature/05_sou_6137_441834_50_clothes_05outer_04etc nature.jpg,2268,4032,1,combo,ok
05_sou_6137_441839_100_clothes_05outer_04etc nature.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etcnature/05_sou_6137_441839_100_clothes_05outer_04etc nature.jpg,2268,4032,1,combo,ok
05_sou_6137_441857_280_clothes_05outer_04etc nature.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/etcnature/05_sou_6137_441857_280_clothes_05outer_04etc nature.jpg,2268,4032,1,combo,ok
05_sou_6140_442014_50_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_6140_442014_50_model_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_6142_442158_50_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_6142_442158_50_model_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_6142_442203_140_clothes_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_6142_442203_140_clothes_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_6145_442375_60_model_01top(t-shirts)_02stripe.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/stripe/05_sou_6145_442375_60_model_01top(t-shirts)_02stripe.jpg,2268,4032,1,combo,ok
05_sou_6158_443350_90_clothes_01top(t-shirts)_07geometric.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/geometric/05_sou_6158_443350_90_clothes_01top(t-shirts)_07geometric.jpg,2268,4032,1,combo,ok
05_sou_6200_446386_210_clothes_04-1onepiece(dress)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/animal/05_sou_6200_446386_210_clothes_04-1onepiece(dress)_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6202_446484_110_model_03bottom_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/animal/05_sou_6202_446484_110_model_03bottom_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6203_446606_250_clothes_03bottom_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/하의/animal/05_sou_6203_446606_250_clothes_03bottom_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6208_446964_230_clothes_05outer_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/05_sou_6208_446964_230_clothes_05outer_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6213_447330_290_clothes_02top(others)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/05_sou_6213_447330_290_clothes_02top(others)_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6218_447648_230_model_05outer_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/05_sou_6218_447648_230_model_05outer_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6218_447665_40_clothes_05outer_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/05_sou_6218_447665_40_clothes_05outer_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6222_447942_290_model_02top(others)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/05_sou_6222_447942_290_model_02top(others)_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6222_447945_320_model_02top(others)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/05_sou_6222_447945_320_model_02top(others)_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6224_448063_60_model_02top(others)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/05_sou_6224_448063_60_model_02top(others)_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6224_448082_250_model_02top(others)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/05_sou_6224_448082_250_model_02top(others)_08aniaml.jpg,2268,4032,1,combo,ok
05_sou_6231_448601_40_clothes_01top(t-shirts)_08aniaml.json,./012.의류 디자인 패턴 데이터 (3-5)/원천데이터/상품/상의/animal/05_sou_6231_448601_40_clothes_01top(t-shirts)_08aniaml.jpg,2268,4032,1,combo,ok
